pv_to_house,pv_to_bat,bat_to_house,grid_to_house,pv_to_grid,pv_to_bat_grid_wasted,to_house_wasted,soc,cost,profit,delta_SOH_opt,spot,datetime,power,load,battery_capacity,deltaSOH_cyclic,deltaSOH_float,battery_deltaSOH,battery_usage_cost,aging_factor_cyclic,aging_factor_float,battery_aging_factor
0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.339304064,0.0,0.0,2.693,2020-01-08 00:00:00,0.0,3.52,13.5,0.0,3.956950674282527e-06,3.956950674282527e-06,0.035612556068542744,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.5799999999999983,0.0,0.0,0.0,0.0,0.053951831999999846,0.0,0.0,2.4210000000000003,2020-01-08 01:00:00,0.0,0.58,13.49998931623318,0.0,3.95694754263121e-06,3.95694754263121e-06,0.03561252788368089,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.4199999999999946,0.0,0.0,0.0,0.0,0.036329159999999534,0.0,0.0,1.895,2020-01-08 02:00:00,0.0,0.42,13.499978632474814,0.0,3.956944411637803e-06,3.956944411637803e-06,0.03561249970474022,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.3699999999999939,0.0,0.0,0.0,0.0,0.02558564799999958,0.0,0.0,0.496,2020-01-08 03:00:00,0.0,0.37,13.499967948724903,0.0,3.9569412799864864e-06,3.9569412799864864e-06,0.035612471519878376,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,5.859999999999996,0.0,0.0,0.0,0.0,0.36990663999999973,-0.0,0.0,0.01,2020-01-08 04:00:00,0.0,5.86,13.499957264983447,0.0,3.956938148335169e-06,3.956938148335169e-06,0.03561244333501652,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.025254560000000002,-0.0,0.0,0.011,2020-01-08 05:00:00,0.0,0.4,13.499946581250446,0.0,3.956935016683853e-06,3.956935016683853e-06,0.035612415150154675,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.022809499999999996,-0.0,0.0,0.175,2020-01-08 06:00:00,0.0,0.35,13.499935897525901,0.0,3.956931885690445e-06,3.956931885690445e-06,0.03561238697121401,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,1.9699999999999918,0.0,0.0,0.0,0.0,0.1747736719999993,0.0,0.0,2.074,2020-01-08 07:00:00,0.0,1.97,13.49992521380981,0.0,3.956928754039129e-06,3.956928754039129e-06,0.03561235878635216,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.03788272,0.0,0.0,2.557,2020-01-08 08:00:00,0.0,0.4,13.499914530102174,0.0,3.956925622387812e-06,3.956925622387812e-06,0.03561233060149031,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.40999999999999304,0.0,0.0,0.0,0.0,0.03955171599999933,0.0,0.0,2.699,2020-01-08 09:00:00,0.0,0.41,13.499903846402994,0.0,3.956922490736495e-06,3.956922490736495e-06,0.03561230241662846,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.5099999999999945,0.0,0.0,0.0,0.0,0.04941981599999947,0.0,0.0,2.734,2020-01-08 10:00:00,0.0,0.51,13.499893162712269,0.0,3.956919359743088e-06,3.956919359743088e-06,0.03561227423768779,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.04354992,0.0,0.0,2.7239999999999998,2020-01-08 11:00:00,0.0,0.45,13.499882479029997,0.0,3.956916228091771e-06,3.956916228091771e-06,0.03561224605282594,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.46999999999999176,0.0,0.0,0.0,0.0,0.0454912999999992,0.0,0.0,2.725,2020-01-08 12:00:00,0.0,0.47,13.499871795356182,0.0,3.956913096440455e-06,3.956913096440455e-06,0.03561221786796409,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.13554072,0.0,0.0,2.727,2020-01-08 13:00:00,0.0,1.4,13.499861111690821,0.0,3.956909965447047e-06,3.956909965447047e-06,0.035612189689023424,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.048419800000000006,0.0,0.0,2.729,2020-01-08 14:00:00,0.0,0.5,13.499850428033914,0.0,3.956906833795731e-06,3.956906833795731e-06,0.03561216150416158,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.46999999999999176,0.0,0.0,0.0,0.0,0.04556706399999919,0.0,0.0,2.738,2020-01-08 15:00:00,0.0,0.47,13.499839744385463,0.0,3.9569037021444135e-06,3.9569037021444135e-06,0.03561213331929972,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.45999999999999375,0.0,0.0,0.0,0.0,0.044751559999999385,0.0,0.0,2.7649999999999997,2020-01-08 16:00:00,0.0,0.46,13.499829060745467,0.0,3.956900570493097e-06,3.956900570493097e-06,0.035612105134437876,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.6799999999999926,0.0,0.0,0.0,0.0,0.06682060799999928,0.0,0.0,2.8440000000000003,2020-01-08 17:00:00,0.0,0.68,13.499818377113927,0.0,3.95689743949969e-06,3.95689743949969e-06,0.03561207695549721,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.6799999999999926,0.0,0.0,0.0,0.0,0.06719161599999927,0.0,0.0,2.888,2020-01-08 18:00:00,0.0,0.68,13.49980769349084,0.0,3.956894307848373e-06,3.956894307848373e-06,0.035612048770635354,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.10888328000000001,0.0,0.0,2.902,2020-01-08 19:00:00,0.0,1.1,13.49979700987621,0.0,3.956891176197057e-06,3.956891176197057e-06,0.03561202058577351,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.23241030000000001,0.0,0.0,2.895,2020-01-08 20:00:00,0.0,2.35,13.499786326270033,0.0,3.956888045203649e-06,3.956888045203649e-06,0.03561199240683284,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.779999999999994,0.0,0.0,0.0,0.0,0.07691798399999943,0.0,0.0,2.872,2020-01-08 21:00:00,0.0,0.78,13.499775642672311,0.0,3.956884913552332e-06,3.956884913552332e-06,0.03561196422197099,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.06297798,0.0,0.0,2.7329999999999997,2020-01-08 22:00:00,0.0,0.65,13.499764959083045,0.0,3.956881781901015e-06,3.956881781901015e-06,0.03561193603710914,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.529999999999994,0.0,0.0,0.0,0.0,0.05117383199999942,0.0,0.0,2.706,2020-01-08 23:00:00,0.0,0.53,13.499754275502234,0.0,3.956878650907608e-06,3.956878650907608e-06,0.03561190785816847,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.48999999999999133,0.0,0.0,0.0,0.0,0.04683165199999917,0.0,0.0,2.627,2020-01-09 00:00:00,0.0,0.49,13.499743591929876,0.0,3.956875519256292e-06,3.956875519256292e-06,0.035611879673306625,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,2.3699999999999974,0.0,0.0,0.0,0.0,0.22069345199999973,0.0,0.0,2.429,2020-01-09 01:00:00,0.0,2.37,13.499732908365974,0.0,3.956872387604975e-06,3.956872387604975e-06,0.03561185148844477,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,1.0699999999999985,0.0,0.0,0.0,0.0,0.09583005599999987,0.0,0.0,2.1420000000000003,2020-01-09 02:00:00,0.0,1.07,13.499722224810528,0.0,3.9568692566115676e-06,3.9568692566115676e-06,0.03561182330950411,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.3299999999999983,0.0,0.0,0.0,0.0,0.029203151999999854,0.0,0.0,2.056,2020-01-09 03:00:00,0.0,0.33,13.499711541263535,0.0,3.9568661249602505e-06,3.9568661249602505e-06,0.035611795124642256,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.35999999999999766,0.0,0.0,0.0,0.0,0.0315990719999998,0.0,0.0,1.998,2020-01-09 04:00:00,0.0,0.36,13.499700857724998,0.0,3.956862993308934e-06,3.956862993308934e-06,0.03561176693978041,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.031198719999999996,0.0,0.0,2.1079999999999997,2020-01-09 05:00:00,0.0,0.35,13.499690174194916,0.0,3.956859862315527e-06,3.956859862315527e-06,0.03561173876083974,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.5322700680000001,0.0,0.0,2.3329999999999997,2020-01-09 06:00:00,0.0,5.79,13.499679490673287,0.0,3.95685673066421e-06,3.95685673066421e-06,0.03561171057597789,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.03343816,0.0,0.0,2.6239999999999997,2020-01-09 07:00:00,0.0,0.35,13.499668807160115,0.0,3.956853599012894e-06,3.956853599012894e-06,0.03561168239111604,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.3399999999999963,0.0,0.0,0.0,0.0,0.032634559999999646,0.0,0.0,2.66,2020-01-09 08:00:00,0.0,0.34,13.499658123655397,0.0,3.9568504680194865e-06,3.9568504680194865e-06,0.03561165421217538,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.509999999999998,0.0,0.0,0.0,0.0,0.049647479999999806,0.0,0.0,2.77,2020-01-09 09:00:00,0.0,0.51,13.499647440159134,0.0,3.956847336368169e-06,3.956847336368169e-06,0.03561162602731353,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0,0.0,0.0,0.41999999999999815,0.0,0.0,0.0,0.0,0.04117259999999982,0.0,0.0,2.825,2020-01-09 10:00:00,0.0,0.42,13.499636756671325,0.0,3.956844204716852e-06,3.956844204716852e-06,0.03561159784245167,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0640608118518518,0.0,0.0,0.4259391881481482,0.0,0.0,0.0,0.0,0.04178650848976119,0.0,0.0,2.831,2020-01-09 11:00:00,0.0640608118518518,0.49,13.499626073191973,0.0,3.956841073723446e-06,3.956841073723446e-06,0.03561156966351101,0.0,3.956950674151102e-06,3.956950674151102e-06
0.341713037037037,0.0,0.0,0.20828696296296306,0.0,0.0,0.0,0.0,0.02045711235437038,0.0,0.0,2.84,2020-01-09 12:00:00,0.341713037037037,0.55,13.499615389721074,0.0,3.956837942072129e-06,3.956837942072129e-06,0.03561154147864916,0.0,3.956950674151102e-06,3.956950674151102e-06
0.46,0.0,0.0,0.0,0.09414885703703707,0.0,0.0,0.0,0.0,0.0022944076459925937,0.0,2.837,2020-01-09 13:00:00,0.5541488570370371,0.46,13.49960470625863,0.0,3.956834811078722e-06,3.956834811078722e-06,0.0356115132997085,0.0,3.956950674151102e-06,3.956950674151102e-06
0.3838769251851852,0.0,0.0,0.06612307481481483,0.0,0.0,0.0,0.0,0.006485324728607113,0.0,0.0,2.8289999999999997,2020-01-09 14:00:00,0.3838769251851852,0.45,13.49959402280464,0.0,3.956831679427405e-06,3.956831679427405e-06,0.03561148511484665,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0856981348148148,0.0,0.0,0.3743018651851852,0.0,0.0,0.0,0.0,0.036748507961643265,0.0,0.0,2.837,2020-01-09 15:00:00,0.0856981348148148,0.46,13.499583339359106,0.0,3.956828547776088e-06,3.956828547776088e-06,0.0356114569299848,0.0,3.956950674151102e-06,3.956950674151102e-06
0.0026319333333333,0.0,0.0,0.6373680666666667,0.0,0.0,0.0,0.0,0.0645755830424,0.0,0.0,3.09,2020-01-09 16:00:00,0.0026319333333333,0.64,13.499572655922027,0.0,3.956825416782681e-06,3.956825416782681e-06,0.03561142875104413,0.0,3.956950674151102e-06,3.956950674151102e-06
