pv_to_house,pv_to_bat,bat_to_house,grid_to_house,pv_to_grid,pv_to_bat_grid_wasted,to_house_wasted,power,load,soc,cost,profit,spot,datetime,battery_capacity,deltaSOH_cyclic,deltaSOH_float,battery_deltaSOH,battery_usage_cost,aging_factor_cyclic,aging_factor_float,battery_aging_factor
0.0,0.0,0.0,4.119999885559082,0.0,0.0,0.0,0.0,4.12,0.0,0.5382466730491638,0.0,5.826,2021-01-08 00:00:00,13.410400099316076,0.0,3.930688308173558e-06,3.930688308173558e-06,0.03537619486451149,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.0299999713897705,0.0,0.0,0.0,0.0,2.03,0.0,0.2469040245202065,0.0,5.099,2021-01-08 01:00:00,13.410389708128331,0.0,3.930684670194751e-06,3.930684670194751e-06,0.035376161336898804,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.309999942779541,0.0,0.0,0.0,0.0,2.31,0.0,0.2761475571596146,0.0,4.931,2021-01-08 02:00:00,13.410379316948639,0.0,3.930681941710645e-06,3.930681941710645e-06,0.03537613898515701,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.190000057220459,0.0,0.0,0.0,0.0,2.19,0.0,0.2565611347034455,0.0,4.738,2021-01-08 03:00:00,13.410368925776996,0.0,3.93067921322654e-06,3.93067921322654e-06,0.035376112908124924,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.630000114440918,0.0,0.0,0.0,0.0,2.63,0.0,0.30288974917984013,0.0,4.578,2021-01-08 04:00:00,13.410358534613406,0.0,3.930675575247733e-06,3.930675575247733e-06,0.03537607938051224,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.130000114440918,0.0,0.0,0.0,0.0,2.13,0.0,0.24195182499961854,0.0,4.451,2021-01-08 05:00:00,13.410348143457869,0.0,3.930672846763628e-06,3.930672846763628e-06,0.03537605702877045,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.259999990463257,0.0,0.0,0.0,0.0,2.26,0.0,0.2600256549027443,0.0,4.569,2021-01-08 06:00:00,13.410337752310383,0.0,3.930669663532171e-06,3.930669663532171e-06,0.03537602722644806,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.2300000190734863,0.0,0.0,0.0,0.0,2.23,0.0,0.2694045183042526,0.0,5.0329999999999995,2021-01-08 07:00:00,13.410327361170948,0.0,3.930666480300715e-06,3.930666480300715e-06,0.03537599742412567,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.1600000858306885,0.0,0.0,0.0,0.0,2.16,0.0,0.28607127536745075,0.0,5.971,2021-01-08 08:00:00,13.410316970039565,0.0,3.93066375181661e-06,3.93066375181661e-06,0.03537597507238388,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.4100000858306885,0.0,0.0,0.0,0.0,2.41,0.0,0.37850111748008736,0.0,7.956,2021-01-08 09:00:00,13.410306578916234,0.0,3.930660568585154e-06,3.930660568585154e-06,0.03537594527006149,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.1500000953674316,0.0,0.0,0.0,0.0,2.15,0.0,0.4015976578136445,0.0,10.354000000000001,2021-01-08 10:00:00,13.410296187800954,0.0,3.930657840101048e-06,3.930657840101048e-06,0.035375919193029404,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.0999999046325684,0.0,0.0,0.0,0.0,2.1,0.0,0.40335118168258666,0.0,10.78,2021-01-08 11:00:00,13.410285796693726,0.0,3.930654656869592e-06,3.930654656869592e-06,0.035375893115997314,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.1700000762939453,0.0,0.0,0.0,0.0,2.17,0.0,0.4155046706085205,0.0,10.732,2021-01-08 12:00:00,13.41027540559455,0.0,3.930651473638136e-06,3.930651473638136e-06,0.03537586331367493,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.390000104904175,0.0,0.0,0.0,0.0,2.39,0.0,0.44856095568866733,0.0,10.426,2021-01-08 13:00:00,13.410265014503425,0.0,3.93064829040668e-06,3.93064829040668e-06,0.03537583351135254,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.259999990463257,0.0,0.0,0.0,0.0,2.26,0.0,0.4119717822615624,0.0,9.991,2021-01-08 14:00:00,13.410254623420352,0.0,3.930645561922574e-06,3.930645561922574e-06,0.03537581115961075,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.880000114440918,0.0,0.0,0.0,0.0,2.88,0.0,0.5084202442028045,0.0,9.527,2021-01-08 15:00:00,13.410244232345331,0.0,3.930642378691118e-06,3.930642378691118e-06,0.03537578135728836,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.130000114440918,0.0,0.0,0.0,0.0,2.13,0.0,0.3692840838409424,0.0,9.272,2021-01-08 16:00:00,13.41023384127836,0.0,3.930639195459662e-06,3.930639195459662e-06,0.03537575155496597,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.2300000190734863,0.0,0.0,0.0,0.0,2.23,0.0,0.3940873873706818,0.0,9.542,2021-01-08 17:00:00,13.410223450219442,0.0,3.930636466975557e-06,3.930636466975557e-06,0.03537572920322418,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.180000066757202,0.0,0.0,0.0,0.0,2.18,0.0,0.38411601176261906,0.0,9.5,2021-01-08 18:00:00,13.410213059168576,0.0,3.930633738491451e-06,3.930633738491451e-06,0.03537570312619209,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.180000066757202,0.0,0.0,0.0,0.0,2.18,0.0,0.424664013004303,0.0,11.0,2021-01-08 19:00:00,13.410202668125761,0.0,3.930630100512644e-06,3.930630100512644e-06,0.03537566959857941,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.0899999141693115,0.0,0.0,0.0,0.0,2.09,0.0,0.38108640434980395,0.0,9.995000000000001,2021-01-08 20:00:00,13.410192277090998,0.0,3.930627372028539e-06,3.930627372028539e-06,0.035375647246837616,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.9600000381469727,0.0,0.0,0.0,0.0,2.96,0.0,0.46693645401763917,0.0,8.012,2021-01-08 21:00:00,13.410181886064287,0.0,3.930624188797083e-06,3.930624188797083e-06,0.03537561744451523,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,4.199999809265137,0.0,0.0,0.0,0.0,4.2,0.0,0.5654678143203735,0.0,6.148,2021-01-08 22:00:00,13.410171495045626,0.0,3.9306210055656265e-06,3.9306210055656265e-06,0.03537558764219284,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,6.809999942779541,0.0,0.0,0.0,0.0,6.81,0.0,0.8995546844415665,0.0,5.943,2021-01-08 23:00:00,13.410161104035017,0.0,3.93061782233417e-06,3.93061782233417e-06,0.03537556156516075,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,3.569999933242798,0.0,0.0,0.0,0.0,3.57,0.0,0.4573626874475479,0.0,5.622,2021-01-09 00:00:00,13.410150713032461,0.0,3.930614639102714e-06,3.930614639102714e-06,0.035375531762838364,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.200000047683716,0.0,0.0,0.0,0.0,2.2,0.0,0.26618944576950077,0.0,5.048,2021-01-09 01:00:00,13.410140322037956,0.0,3.930611910618609e-06,3.930611910618609e-06,0.035375505685806274,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,2.25,0.0,0.2641482,0.0,4.758,2021-01-09 02:00:00,13.410129931051502,0.0,3.930608727387153e-06,3.930608727387153e-06,0.035375479608774185,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.9299999475479126,0.0,0.0,0.0,0.0,1.93,0.0,0.2252881218772888,0.0,4.704,2021-01-09 03:00:00,13.4101195400731,0.0,3.930605998903047e-06,3.930605998903047e-06,0.035375453531742096,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.2899999618530273,0.0,0.0,0.0,0.0,2.29,0.0,0.2657206035736084,0.0,4.648,2021-01-09 04:00:00,13.41010914910275,0.0,3.930602815671591e-06,3.930602815671591e-06,0.03537542372941971,0.0,3.956950422434602e-06,3.956950422434602e-06
