strategy,forecast,year,load_profile,load_tot,pv_profile,pv_capacity,pv_tot,bat_capacity,degradation,bat_deg_kWh,delta_SOH,delta_SOH_float,delta_SOH_cyc,aging_factor,aging_factor_float,aging_factor_cyc,scr,ssr,wasted_energy,el_bill,bat_usage_cost,total_cost
NO-BATTERY,naive,2021,L11,19023.690000000002,south,4kWp,3220.6154566408404,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6653783074436607,0.11264521559521704,0.0,2644.331908430536,0.0,2644.331908430536
NO-BATTERY,naive,2022,L11,16640.28,south,4kWp,3415.3143793530103,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6623520377775931,0.13594365231928682,0.0,3041.4932638674886,0.0,3041.4932638674886
NO-BATTERY,naive,2020,L12,15158.439999999999,south,4kWp,3540.4753873780737,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6600024234990584,0.15415321998888384,0.0,1228.3205734134522,0.0,1228.3205734134522
NO-BATTERY,naive,2021,L12,16559.94,south,4kWp,3220.6154566408404,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6555527655838109,0.1274934190270539,0.0,2252.0147111325837,0.0,2252.0147111325837
NO-BATTERY,naive,2022,L12,14313.59,south,4kWp,3415.3143793530103,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6959966931955353,0.16606927502135083,0.0,2621.9498506800323,0.0,2621.9498506800323
NO-BATTERY,naive,2020,L13,16748.55,south,4kWp,3540.4753873780737,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48701844777158493,0.1029508123111774,0.0,1311.1250875015428,0.0,1311.1250875015428
NO-BATTERY,naive,2021,L13,19219.510000000002,south,4kWp,3220.6154566408404,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5363113170714674,0.08986974784121834,0.0,2397.5235998331223,0.0,2397.5235998331223
NO-BATTERY,naive,2022,L13,22059.460000000003,south,4kWp,3415.3143793530103,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4500508963032163,0.06967828303979721,0.0,3990.3294966708654,0.0,3990.3294966708654
NO-BATTERY,naive,2020,L9,11900.27,south,4kWp,3540.4753873780737,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5098871484534143,0.151697642107255,0.0,913.180238524863,0.0,913.180238524863
NO-BATTERY,naive,2021,L9,13508.490000000002,south,4kWp,3220.6154566408404,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4564996760497943,0.10883599222692572,0.0,1812.2602097597025,0.0,1812.2602097597025
NO-BATTERY,naive,2022,L9,12196.365,south,4kWp,3415.3143793530103,0.0,degr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5154619193109219,0.14434337649221657,0.0,2085.896688108606,0.0,2085.896688108606
RL-BC,naive,2020,L11,17392.89,south,4kWp,3540.4753873780737,13.499989539384842,degr,0.08957904887296841,0.03388911333240685,0.03388911333240685,0.0,0.034002074979980534,0.034002074979980534,0.0,0.6934099348716867,0.14114967712534487,0.0,1390.275987655094,305.00201993435587,1695.2780075894498
RL-BC,naive,2021,L11,19023.690000000002,south,4kWp,3220.6154566408404,13.410400099316076,degr,0.08873684292717954,0.03357050497425007,0.03357050497425007,0.0,0.033907108169842104,0.033907108169842104,0.0,0.6653783075625336,0.11264521561534163,0.0,2644.331910259688,302.13454468548264,2946.4664549451704
RL-BC,naive,2022,L11,16640.28,south,4kWp,3415.3143793530103,13.321652933959816,degr,0.08815985555927597,0.03335222138912286,0.03335222138912286,0.0,0.03391106512026454,0.03391106512026454,0.0,0.6623520377943626,0.13594365232272868,0.0,3041.4932650560177,300.1699925623831,3341.6632576184006
RL-BC,naive,2020,L12,15158.439999999999,south,4kWp,3540.4753873780737,13.499989539384842,degr,0.08957904887296841,0.03388911333240685,0.03388911333240685,0.0,0.034002074979980534,0.034002074979980534,0.0,0.6600024241515473,0.1541532201412822,0.0,1228.3205720553674,305.00201993435587,1533.3225919897232
RL-BC,naive,2021,L12,16559.94,south,4kWp,3220.6154566408404,13.410400099316076,degr,0.08873684292717954,0.03357050497425007,0.03357050497425007,0.0,0.033907108169842104,0.033907108169842104,0.0,0.6555527660502063,0.12749341911775955,0.0,2252.0147105003116,302.13454468548264,2554.149255185794
RL-BC,naive,2022,L12,14313.59,south,4kWp,3415.3143793530103,13.321652933959816,degr,0.08815985555927597,0.03335222138912286,0.03335222138912286,0.0,0.03391106512026454,0.03391106512026454,0.0,0.6959966936130161,0.16606927512096442,0.0,2621.9498518307946,300.1699925623831,2922.1198443931776
RL-BC,naive,2020,L13,16748.55,south,4kWp,3540.4753873780737,13.499989539384842,degr,0.08957904887296841,0.03388911333240685,0.03388911333240685,0.0,0.034002074979980534,0.034002074979980534,0.0,0.4870184472922745,0.102950812209856,0.0,1311.1250857031403,305.00201993435587,1616.1271056374962
RL-BC,naive,2021,L13,19219.510000000002,south,4kWp,3220.6154566408404,13.410400099316076,degr,0.08873684292717954,0.03357050497425007,0.03357050497425007,0.0,0.033907108169842104,0.033907108169842104,0.0,0.5363113168383454,0.08986974780215408,0.0,2397.5235976598515,302.13454468548264,2699.658142345334
RL-BC,naive,2022,L13,22059.460000000003,south,4kWp,3415.3143793530103,13.321652933959816,degr,0.08815985555927597,0.03335222138912286,0.03335222138912286,0.0,0.03391106512026454,0.03391106512026454,0.0,0.4500508962703266,0.06967828303470512,0.0,3990.3294977656587,300.1699925623831,4290.499490328042
RL-BC,naive,2020,L9,11900.27,south,4kWp,3540.4753873780737,13.499989539384842,degr,0.08957904887296841,0.03388911333240685,0.03388911333240685,0.0,0.034002074979980534,0.034002074979980534,0.0,0.5098871484302993,0.15169764210037798,0.0,913.1802387777162,305.00201993435587,1218.182258712072
RL-BC,naive,2021,L9,13508.490000000002,south,4kWp,3220.6154566408404,13.410400099316076,degr,0.08873684292717954,0.03357050497425007,0.03357050497425007,0.0,0.033907108169842104,0.033907108169842104,0.0,0.4564996761064657,0.10883599224043698,0.0,1812.2602089925542,302.13454468548264,2114.394753678037
RL-BC,naive,2022,L9,12196.365,south,4kWp,3415.3143793530103,13.321652933959816,degr,0.08815985555927597,0.03335222138912286,0.03335222138912286,0.0,0.03391106512026454,0.03391106512026454,0.0,0.5154619192770341,0.14434337648272705,0.0,2085.8966881156734,300.1699925623831,2386.0666806780564
RL,naive,2020,L11,17392.89,south,4kWp,3540.4753873780737,13.499989539384842,degr,0.1615215373640062,0.06009490023052104,0.03714264512927912,0.022952255101241922,0.06045787370203164,0.04010368941362685,0.023590239661907937,0.9419663696184227,0.1917455205760459,17.46478721499442,1338.400329427041,540.8541016094384,1879.2544310364794
RL,naive,2021,L11,19023.690000000002,south,4kWp,3220.6154566408404,13.338457666570424,degr,0.1480891761441736,0.05521846209285143,0.03888068213154838,0.016337779961303048,0.056200281326253744,0.04177488316190647,0.017161951654540222,0.8669846669781982,0.14677616272871333,24.5040763169527,2604.8025042172926,496.9661593362686,3101.768663553561
RL,naive,2022,L11,16640.28,south,4kWp,3415.3143793530103,13.190358269732284,degr,0.20438814730977306,0.0758646921294694,0.059822430086114764,0.01604226204335464,0.0782532267121476,0.06376884368000901,0.01704638811363445,0.7967976333542586,0.16353777788770665,71.25278812646866,2974.8652394789938,682.7822289429603,3657.647468421954
RL,naive,2020,L12,15158.439999999999,south,4kWp,3540.4753873780737,13.499989539384842,degr,0.16858850445145457,0.06272212256043991,0.036147500459719595,0.026574622100720306,0.06311785113302404,0.03890566240761473,0.027165770476518004,0.9417616979207064,0.2199622198764283,18.48708474636077,1162.947430123067,564.4991028532384,1727.4465329763054
RL,naive,2021,L12,16559.94,south,4kWp,3220.6154566408404,13.331390704958888,degr,0.15171764563750934,0.056553749771408646,0.03731949874645579,0.01923425102495285,0.057597902154609734,0.040106416875914874,0.019970537276388707,0.8691222812541715,0.16902891270850814,33.406492173671715,2203.8951320739466,508.98374808579655,2712.878880159743
RL,naive,2022,L12,14313.59,south,4kWp,3415.3143793530103,13.179662846914876,degr,0.16793821951002919,0.06250612503117457,0.040516196302633034,0.021989928728541528,0.06443717281126428,0.04408354659926772,0.023084143574405237,0.8431069166589691,0.20117071788400795,77.59573558717966,2520.7440432350345,562.5551255755124,3083.2991688105467
RL,naive,2020,L13,16748.55,south,4kWp,3540.4753873780737,13.499989539384842,degr,0.1902325139388541,0.07081184425486933,0.03603683046685546,0.03477501378801387,0.07131629486820404,0.03877140058148143,0.035399725425545196,0.9353361729905858,0.1977206802617283,22.11057493090628,1227.8125222894635,637.3065979778764,1865.11912026734
RL,naive,2021,L13,19219.510000000002,south,4kWp,3220.6154566408404,13.309746712242571,degr,0.17047474433133125,0.0634557449752669,0.03519150373085722,0.02826424124440969,0.06477900312619889,0.03814173091905104,0.029246965826287857,0.9145774200876962,0.15325584135231007,39.68679745495318,2333.0357492956273,571.1017051860688,2904.1374544816963
RL,naive,2022,L13,22059.460000000003,south,4kWp,3415.3143793530103,13.139261786809945,degr,0.18772780360067998,0.06977573547873733,0.043137446262790036,0.026638289215947297,0.07220910563000278,0.04694897357876471,0.027923137821728228,0.7343012436398342,0.11368680811678634,101.79057750105858,3890.548910651109,627.9816191494463,4518.530529800555
RL,naive,2020,L9,11900.27,south,4kWp,3540.4753873780737,13.499989539384842,degr,0.18036440803272136,0.06706748193527673,0.0359015098092641,0.03116597212601263,0.06752038148533115,0.03878289113617939,0.03168741164352315,0.9030469042328039,0.26866746200583735,16.016444012522683,834.7723555675144,603.6073381677268,1438.3796937352413
RL,naive,2021,L9,13508.490000000002,south,4kWp,3220.6154566408404,13.3196148105023,degr,0.16780739299777991,0.06250726701818748,0.03801230643148301,0.02449496058670448,0.0637568871466071,0.041012253469489224,0.025335276201430786,0.8151262864554272,0.19433765855936508,38.03859198093413,1753.061632269596,562.565402433276,2315.627034702872
RL,naive,2022,L9,12196.365,south,4kWp,3415.3143793530103,13.15179722669,degr,0.16500182386731943,0.0613951089665049,0.03990028407883983,0.02149482488766507,0.06341971894334804,0.04363756963448395,0.022566087599614947,0.7411294501959726,0.20753643140528313,106.996120929718,1994.7691431399953,552.5559805594382,2547.325123699434
SCM,naive,2020,L11,17392.89,south,4kWp,3540.4753873780737,13.5,degr,0.14235116392051594,0.052726568530376834,0.033798099787666215,0.01892846874271062,0.05300633908564799,0.035467933436440294,0.01931757955879508,0.9836882037068677,0.2002383660264806,0.0,1348.5762020593877,474.5391167734303,1823.115318832818
SCM,naive,2021,L11,19023.690000000002,south,4kWp,3220.6154566408404,13.35763826496797,degr,0.14090929240672878,0.052192500739126624,0.033795441205485485,0.018397059533641145,0.05302876617217034,0.035828351604769104,0.018947174574148087,0.9754001532164555,0.1651303616626827,0.0,2607.7032239630344,469.7325066521781,3077.4357306152124
SCM,naive,2022,L11,16640.28,south,4kWp,3415.3143793530103,13.216718512972315,degr,0.1436387666559309,0.05320337502306158,0.033198184704074304,0.02000519031898728,0.05464097856319194,0.035655898192422486,0.02088466715427446,0.9828501238672986,0.2017238989243494,0.0,3048.185965470803,478.83037520758575,3527.0163406783886
SCM,naive,2020,L12,15158.439999999999,south,4kWp,3540.4753873780737,13.5,degr,0.14731275521627651,0.054564193481934614,0.03414730201448758,0.020416891467447032,0.05486386945902838,0.03579183507298998,0.020826624753615453,0.9686049062666495,0.22623184382632508,0.0,1170.4241662090662,491.0777413374485,1661.5019075465148
SCM,naive,2021,L12,16559.94,south,4kWp,3220.6154566408404,13.352676677598764,degr,0.1376319153589236,0.05097865689443425,0.034611142558742036,0.016367514335692213,0.05180842870730823,0.036497859934911434,0.01687596489123804,0.9336403374056723,0.18157653358599596,0.0,2204.940744987671,458.80791204993994,2663.7486570376113
SCM,naive,2022,L12,14313.59,south,4kWp,3415.3143793530103,13.215034303983783,degr,0.13409816673674513,0.049669821800204635,0.03362074620827826,0.016049075591926372,0.05099995457279202,0.03604220397475225,0.01667505548755496,0.9620899315231992,0.22956082837093528,0.0,2572.9708547538326,447.02839620186387,3019.9992509556964
SCM,naive,2020,L13,16748.55,south,4kWp,3540.4753873780737,13.5,degr,0.18411433905509966,0.06819439893171388,0.03392539317443416,0.03426900575727972,0.0686632939294102,0.03623092809230803,0.03472280020234922,0.9781884720052841,0.2067792262226685,0.0,1223.2709518282707,613.7495903854998,1837.0205422137706
SCM,naive,2021,L13,19219.510000000002,south,4kWp,3220.6154566408404,13.31587512288435,degr,0.1648666004120063,0.06106555851496213,0.03277566680565237,0.02828989170930976,0.062296092479216525,0.03530373230022699,0.02904104441502732,0.9930753000843878,0.16640973994966676,0.0,2324.535274944037,549.5900266347079,2874.125301578745
SCM,naive,2022,L13,22059.460000000003,south,4kWp,3415.3143793530103,13.150998114893936,degr,0.18496851185879137,0.06851065668395832,0.03299209561788201,0.035518561066076315,0.07082763428551095,0.03621539633119424,0.03688774159522484,0.9708060438255449,0.15030321871161814,0.0,3924.6992212242158,616.5959101557006,4541.295131379917
SCM,naive,2020,L9,11900.27,south,4kWp,3540.4753873780737,13.5,degr,0.17368150547536843,0.06433038955271812,0.0348578801172959,0.02947250943542222,0.06474746225745222,0.03697668193855526,0.029833243897352625,0.9357346450984301,0.27839246337166706,0.0,841.5425939939072,578.973505974526,1420.516099968433
SCM,naive,2021,L9,13508.490000000002,south,4kWp,3220.6154566408404,13.326307948207642,degr,0.1719405558399405,0.06368554299129808,0.0350321457207105,0.02865339727058758,0.06493511034413049,0.03759898822118333,0.02936316231781115,0.9096623543606864,0.21687639690138008,0.0,1748.1712491463836,573.1698869217475,2321.341136068131
SCM,naive,2022,L9,12196.365,south,4kWp,3415.3143793530103,13.154356982131118,degr,0.17143294148430321,0.06349748742307064,0.03351712667383342,0.02998036074923722,0.06559396879643015,0.03657375223509734,0.03114649262529661,0.9644473318559208,0.2700715205404373,0.0,2042.383051255274,571.4773868077035,2613.8604380629777
